date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2021-04-29,14,1.5,1.0,0,Gamma (P.1-like),50,75.0,36
2021-04-29,3,0.5,0.0,0,Mu (B.1.621-like),4,2.0,1
2021-04-29,0,17.0,17.0,1,B.1.617.3-like,1,17.0,0
2021-04-29,4,1.5,1.0,1,Epsilon (B.1.427-like),14,21.0,9
2021-04-29,5,1.0,0.0,0,Lambda (C.37-like),6,6.0,1
2021-04-29,5,2.26,1.0,2,Epsilon (B.1.429-like),19,43.0,12
2021-04-30,896,0.74,0.0,5,Alpha (B.1.1.7-like),1502,1118.0,601
2021-04-30,43,0.18,0.0,0,Delta (AY.4-like),51,9.0,8
2021-04-30,3,2.11,2.0,0,Beta (B.1.351-like),9,19.0,6
2021-04-30,62,0.92,0.0,1,Delta (B.1.617.2-like),101,93.0,38
2021-04-30,20,6.52,2.0,17,.,77,502.0,40
2021-04-30,4,3.2,3.0,1,B.1.617.1-like,10,32.0,5
2021-04-30,4,0.4,0.0,0,Eta (B.1.525-like),5,2.0,1
2021-04-30,20,1.64,1.0,1,Gamma (P.1-like),56,92.0,35
2021-04-30,2,0.0,0.0,0,AV.1-like,2,0.0,0
2021-04-30,6,1.25,1.0,0,B.1.1.318-like,16,20.0,10
2021-04-30,37,1.03,1.0,1,Iota (B.1.526-like),91,94.0,53
2021-04-30,3,0.8,0.0,0,Mu (B.1.621-like),5,4.0,2
2021-04-30,0,5.0,5.0,1,Lambda (C.37-like),2,10.0,1
2021-04-30,5,1.8,0.5,0,Epsilon (B.1.429-like),10,18.0,5
2021-04-30,3,1.43,1.0,0,Epsilon (B.1.427-like),7,10.0,4
2021-04-30,0,2.0,2.0,0,A.23.1-like,1,2.0,1
2021-05-01,572,0.84,0.0,5,Alpha (B.1.1.7-like),1044,881.0,467
2021-05-01,40,0.27,0.0,0,Delta (AY.4-like),51,14.0,11
2021-05-01,36,1.2,0.0,0,Delta (B.1.617.2-like),71,85.0,35
2021-05-01,7,0.33,0.0,0,Beta (B.1.351-like),9,3.0,2
2021-05-01,2,2.6,3.0,0,B.1.1.318-like,5,13.0,3
2021-05-01,3,0.5,0.0,0,AV.1-like,4,2.0,1
2021-05-01,12,1.32,1.0,0,Gamma (P.1-like),34,45.0,22
2021-05-01,1,2.67,1.0,0,B.1.617.1-like,3,8.0,2
2021-05-01,16,4.48,1.0,9,.,52,233.0,27
2021-05-01,33,1.08,1.0,1,Iota (B.1.526-like),71,77.0,37
2021-05-01,3,0.0,0.0,0,Mu (B.1.621-like),3,0.0,0
2021-05-01,0,2.5,2.5,0,Lambda (C.37-like),2,5.0,2
2021-05-01,2,1.75,1.0,0,Epsilon (B.1.427-like),4,7.0,2
2021-05-01,1,1.25,1.0,0,Eta (B.1.525-like),8,10.0,7
2021-05-01,5,0.57,0.0,0,Epsilon (B.1.429-like),7,4.0,2
2021-05-01,0,4.0,4.0,0,B.1.1.7-like+E484K,1,4.0,1
2021-05-02,434,0.77,0.0,3,Alpha (B.1.1.7-like),761,583.0,324
2021-05-02,43,1.54,0.0,3,Delta (B.1.617.2-like),83,128.0,37
2021-05-02,29,0.5,0.0,1,Delta (AY.4-like),34,17.0,4
2021-05-02,1,0.0,0.0,0,B.1.617.1-like,1,0.0,0
2021-05-02,3,3.5,1.0,4,Beta (B.1.351-like),10,35.0,3
2021-05-02,0,5.43,5.0,2,Eta (B.1.525-like),7,38.0,5
2021-05-02,1,0.0,0.0,0,AV.1-like,1,0.0,0
2021-05-02,7,5.03,1.0,6,.,34,171.0,21
2021-05-02,9,1.5,1.5,0,Gamma (P.1-like),22,33.0,13
2021-05-02,30,1.1,1.0,0,Iota (B.1.526-like),62,68.0,32
2021-05-02,2,0.5,0.5,0,B.1.1.318-like,4,2.0,2
2021-05-02,2,0.0,0.0,0,Lambda (C.37-like),2,0.0,0
2021-05-02,0,3.5,3.5,0,Epsilon (B.1.427-like),4,14.0,4
2021-05-02,0,2.75,3.0,0,Epsilon (B.1.429-like),4,11.0,4
2021-05-03,841,0.82,0.0,3,Alpha (B.1.1.7-like),1508,1230.0,664
2021-05-03,42,1.49,1.0,2,Delta (B.1.617.2-like),85,127.0,41
2021-05-03,4,2.0,1.0,0,Beta (B.1.351-like),12,24.0,8
2021-05-03,27,0.36,0.0,0,Delta (AY.4-like),39,14.0,12
2021-05-03,1,1.0,1.0,0,B.1.617.1-like,2,2.0,1
2021-05-03,12,1.12,0.0,1,B.1.1.318-like,17,19.0,4
2021-05-03,2,2.62,1.0,1,Eta (B.1.525-like),8,21.0,5
2021-05-03,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,2,2.0,2
2021-05-03,21,6.34,1.5,16,.,58,368.0,21
2021-05-03,50,0.85,0.0,0,Iota (B.1.526-like),88,75.0,38
2021-05-03,3,1.38,1.5,0,Mu (B.1.621-like),8,11.0,5
2021-05-03,2,2.25,2.0,0,Lambda (C.37-like),4,9.0,2
2021-05-03,21,1.32,1.0,1,Gamma (P.1-like),53,70.0,31
2021-05-03,1,2.0,1.0,0,Epsilon (B.1.427-like),9,18.0,8
2021-05-03,3,1.22,1.0,0,Epsilon (B.1.429-like),9,11.0,6
2021-05-03,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-05-03,1,0.0,0.0,0,A.23.1-like,1,0.0,0
2021-05-04,987,0.79,0.0,5,Alpha (B.1.1.7-like),1749,1384.0,757
2021-05-04,54,0.43,0.0,0,Delta (AY.4-like),82,35.0,28
2021-05-04,54,1.43,1.0,1,Delta (B.1.617.2-like),130,186.0,75
2021-05-04,5,0.86,0.0,0,AV.1-like,7,6.0,2
2021-05-04,0,6.0,4.0,1,B.1.617.1-like,3,18.0,2
2021-05-04,18,1.64,1.0,0,Gamma (P.1-like),55,90.0,37
2021-05-04,16,5.38,2.0,12,.,53,285.0,25
2021-05-04,5,0.93,1.0,0,B.1.1.318-like,14,13.0,9
2021-05-04,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2021-05-04,0,3.2,2.0,0,Eta (B.1.525-like),5,16.0,5
2021-05-04,6,1.0,0.0,0,Beta (B.1.351-like),9,9.0,3
2021-05-04,49,1.01,0.0,0,Iota (B.1.526-like),96,97.0,47
2021-05-04,5,1.0,0.0,0,Mu (B.1.621-like),9,9.0,4
2021-05-04,4,0.0,0.0,0,Lambda (C.37-like),4,0.0,0
2021-05-04,1,1.33,1.0,0,B.1.1.7-like+E484K,6,8.0,5
2021-05-04,3,2.09,2.0,0,Epsilon (B.1.427-like),11,23.0,8
2021-05-04,1,1.43,1.0,0,Epsilon (B.1.429-like),7,10.0,6
2021-05-05,70,1.36,1.0,5,Delta (B.1.617.2-like),149,202.0,74
2021-05-05,902,0.79,0.0,12,Alpha (B.1.1.7-like),1551,1221.0,637
2021-05-05,0,1.0,1.0,0,B.1.1.7-like+E484K,2,2.0,2
2021-05-05,92,0.3,0.0,0,Delta (AY.4-like),120,36.0,28
2021-05-05,2,0.0,0.0,0,Eta (B.1.525-like),2,0.0,0
2021-05-05,7,1.21,0.5,1,B.1.1.318-like,14,17.0,6
2021-05-05,4,0.2,0.0,0,AV.1-like,5,1.0,1
2021-05-05,18,4.01,2.0,9,.,69,277.0,42
2021-05-05,0,4.0,5.0,0,B.1.617.1-like,3,12.0,3
2021-05-05,2,2.38,2.0,1,Beta (B.1.351-like),8,19.0,5
2021-05-05,15,1.16,1.0,1,Gamma (P.1-like),43,50.0,27
2021-05-05,44,1.0,1.0,0,Iota (B.1.526-like),104,104.0,60
2021-05-05,4,1.75,2.0,0,Epsilon (B.1.427-like),12,21.0,8
2021-05-05,1,2.0,2.0,0,Epsilon (B.1.429-like),10,20.0,9
2021-05-05,0,3.5,3.5,0,Mu (B.1.621-like),6,21.0,6
2021-05-05,0,20.0,20.0,1,B.1.617.3-like,1,20.0,0
2021-05-05,0,2.33,2.0,0,Lambda (C.37-like),3,7.0,3
2021-05-05,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2021-05-06,109,0.15,0.0,0,Delta (AY.4-like),124,18.0,15
2021-05-06,898,0.83,0.0,13,Alpha (B.1.1.7-like),1566,1299.0,655
2021-05-06,85,1.03,0.0,1,Delta (B.1.617.2-like),146,151.0,60
2021-05-06,17,0.73,0.0,0,B.1.1.318-like,22,16.0,5
2021-05-06,7,1.07,0.5,0,Beta (B.1.351-like),14,15.0,7
2021-05-06,2,3.38,2.5,2,Lambda (C.37-like),8,27.0,4
2021-05-06,2,2.5,1.5,0,Eta (B.1.525-like),6,15.0,4
2021-05-06,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2021-05-06,0,2.5,2.5,0,B.1.1.7-like+E484K,4,10.0,4
2021-05-06,2,0.33,0.0,0,AV.1-like,3,1.0,1
2021-05-06,18,6.05,2.0,21,.,78,472.0,39
2021-05-06,26,1.0,1.0,0,Gamma (P.1-like),60,60.0,34
2021-05-06,45,1.39,1.0,1,Iota (B.1.526-like),113,157.0,67
2021-05-06,2,0.75,0.5,0,Epsilon (B.1.427-like),4,3.0,2
2021-05-06,3,1.5,0.5,0,Mu (B.1.621-like),6,9.0,3
2021-05-06,2,1.83,1.0,0,Epsilon (B.1.429-like),12,22.0,10
2021-05-06,0,2.0,2.0,0,B.1.617.1-like,1,2.0,1
2021-05-06,0,1.0,1.0,0,A.23.1-like,2,2.0,2
2021-05-07,793,0.81,0.0,10,Alpha (B.1.1.7-like),1353,1096.0,550
2021-05-07,83,0.86,0.0,2,Delta (B.1.617.2-like),136,117.0,51
2021-05-07,108,0.36,0.0,0,Delta (AY.4-like),154,56.0,46
2021-05-07,0,1.5,1.5,0,B.1.617.1-like,2,3.0,2
2021-05-07,11,1.74,1.0,0,Gamma (P.1-like),43,75.0,32
2021-05-07,1,3.0,3.0,0,Eta (B.1.525-like),4,12.0,3
2021-05-07,2,1.33,1.0,0,Beta (B.1.351-like),9,12.0,7
2021-05-07,0,2.0,2.0,0,B.1.1.7-like+E484K,1,2.0,1
2021-05-07,1,0.67,1.0,0,Delta (B.1.617.2-like) +K417N,3,2.0,2
2021-05-07,2,0.75,0.5,0,AV.1-like,4,3.0,2
2021-05-07,13,4.89,2.0,8,.,53,259.0,32
2021-05-07,7,1.13,1.0,0,B.1.1.318-like,15,17.0,8
2021-05-07,31,1.01,1.0,0,Iota (B.1.526-like),69,70.0,38
2021-05-07,1,0.0,0.0,0,Lambda (C.37-like),1,0.0,0
2021-05-07,6,0.0,0.0,0,Mu (B.1.621-like),6,0.0,0
2021-05-07,3,2.14,2.0,0,Epsilon (B.1.427-like),7,15.0,4
2021-05-07,3,1.11,1.0,0,Epsilon (B.1.429-like),9,10.0,6
2021-05-08,609,0.72,0.0,4,Alpha (B.1.1.7-like),1038,746.0,425
2021-05-08,70,1.12,0.0,4,Delta (B.1.617.2-like),120,135.0,46
2021-05-08,5,6.66,3.0,12,.,35,233.0,18
2021-05-08,5,2.92,1.0,3,Beta (B.1.351-like),12,35.0,4
2021-05-08,115,0.16,0.0,0,Delta (AY.4-like),135,22.0,20
2021-05-08,7,0.5,0.0,0,AV.1-like,10,5.0,3
2021-05-08,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2021-05-08,2,2.43,1.0,1,B.1.1.318-like,7,17.0,4
2021-05-08,1,1.33,2.0,0,B.1.617.1-like,3,4.0,2
2021-05-08,16,1.03,1.0,0,Gamma (P.1-like),36,37.0,20
2021-05-08,0,6.0,6.0,1,Eta (B.1.525-like),2,12.0,1
2021-05-08,29,0.89,0.0,0,Iota (B.1.526-like),56,50.0,27
2021-05-08,2,2.5,1.0,0,Mu (B.1.621-like),6,15.0,4
2021-05-08,1,1.25,1.5,0,Epsilon (B.1.427-like),4,5.0,3
2021-05-08,0,6.0,6.0,0,Lambda (C.37-like),1,6.0,1
2021-05-08,1,2.0,2.0,0,Epsilon (B.1.429-like),2,4.0,1
2021-05-09,454,0.75,0.0,4,Alpha (B.1.1.7-like),780,585.0,322
2021-05-09,115,0.3,0.0,0,Delta (AY.4-like),151,45.0,36
2021-05-09,15,0.9,0.5,0,Gamma (P.1-like),30,27.0,15
2021-05-09,3,0.0,0.0,0,B.1.1.7-like+E484K,3,0.0,0
2021-05-09,49,1.26,0.5,1,Delta (B.1.617.2-like),98,123.0,48
2021-05-09,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,1,1.0,1
2021-05-09,8,1.21,0.0,0,B.1.1.318-like,14,17.0,6
2021-05-09,3,1.6,0.0,0,Beta (B.1.351-like),5,8.0,2
2021-05-09,11,5.33,1.0,9,.,33,176.0,13
2021-05-09,0,6.67,7.0,1,Eta (B.1.525-like),3,20.0,2
2021-05-09,1,0.75,1.0,0,AV.1-like,4,3.0,3
2021-05-09,23,0.93,0.0,0,Iota (B.1.526-like),44,41.0,21
2021-05-09,4,0.0,0.0,0,Lambda (C.37-like),4,0.0,0
2021-05-09,2,1.6,1.0,0,Epsilon (B.1.429-like),5,8.0,3
2021-05-09,0,4.0,4.0,0,Epsilon (B.1.427-like),1,4.0,1
2021-05-09,0,4.5,4.5,0,B.1.617.1-like,2,9.0,2
2021-05-09,2,1.6,2.0,0,Mu (B.1.621-like),5,8.0,3
2021-05-10,222,0.29,0.0,0,Delta (AY.4-like),298,86.0,76
2021-05-10,1014,0.8,0.0,10,Alpha (B.1.1.7-like),1709,1368.0,685
2021-05-10,127,0.72,0.0,0,Delta (B.1.617.2-like),199,144.0,72
2021-05-10,18,1.65,1.0,0,Gamma (P.1-like),55,91.0,37
2021-05-10,16,7.24,3.0,21,.,71,514.0,34
2021-05-10,6,0.4,0.0,0,AV.1-like,10,4.0,4
2021-05-10,5,2.22,0.0,1,Beta (B.1.351-like),9,20.0,3
2021-05-10,2,2.5,1.5,0,B.1.1.7-like+E484K,4,10.0,2
2021-05-10,0,10.0,10.0,1,B.1.617.1-like,2,20.0,1
2021-05-10,2,0.6,1.0,0,Epsilon (B.1.429-like),5,3.0,3
2021-05-10,1,2.5,2.5,0,Eta (B.1.525-like),2,5.0,1
2021-05-10,3,1.33,1.0,0,B.1.1.318-like,9,12.0,6
2021-05-10,39,1.24,1.0,1,Iota (B.1.526-like),96,119.0,56
2021-05-10,7,1.0,0.0,0,Mu (B.1.621-like),11,11.0,4
2021-05-10,2,1.33,0.0,0,Lambda (C.37-like),3,4.0,1
2021-05-10,0,2.0,2.0,0,Epsilon (B.1.427-like),6,12.0,6
2021-05-10,0,24.0,24.0,1,Theta (P.3-like),1,24.0,0
2021-05-11,785,0.91,0.0,9,Alpha (B.1.1.7-like),1499,1363.0,705
2021-05-11,113,0.84,0.0,0,Delta (B.1.617.2-like),190,160.0,77
2021-05-11,6,0.0,0.0,0,AV.1-like,6,0.0,0
2021-05-11,167,0.32,0.0,0,Delta (AY.4-like),219,70.0,52
2021-05-11,1,3.92,3.0,2,Beta (B.1.351-like),13,51.0,10
2021-05-11,1,3.5,1.5,1,Eta (B.1.525-like),6,21.0,4
2021-05-11,1,0.67,1.0,0,B.1.617.1-like,3,2.0,2
2021-05-11,2,1.33,0.0,0,Delta (B.1.617.2-like) +K417N,3,4.0,1
2021-05-11,16,4.94,2.0,12,.,67,331.0,39
2021-05-11,4,2.5,2.0,0,B.1.1.318-like,20,50.0,16
2021-05-11,27,1.49,1.0,1,Gamma (P.1-like),86,128.0,58
2021-05-11,3,1.88,1.0,0,Mu (B.1.621-like),8,15.0,5
2021-05-11,59,1.03,1.0,1,Iota (B.1.526-like),122,126.0,62
2021-05-11,3,0.83,0.5,0,Epsilon (B.1.427-like),6,5.0,3
2021-05-11,4,1.71,0.0,1,Lambda (C.37-like),7,12.0,2
2021-05-11,2,2.14,1.0,0,Epsilon (B.1.429-like),7,15.0,5
2021-05-11,0,1.0,1.0,0,A.23.1-like,1,1.0,1
2021-05-12,175,0.32,0.0,0,Delta (AY.4-like),240,77.0,65
2021-05-12,709,0.89,0.0,8,Alpha (B.1.1.7-like),1302,1160.0,585
2021-05-12,127,0.77,0.0,1,Delta (B.1.617.2-like),206,158.0,78
2021-05-12,3,0.0,0.0,0,Eta (B.1.525-like),3,0.0,0
2021-05-12,0,2.2,1.0,0,B.1.1.7-like+E484K,5,11.0,5
2021-05-12,0,2.25,2.0,0,Beta (B.1.351-like),4,9.0,4
2021-05-12,2,0.8,1.0,0,AV.1-like,5,4.0,3
2021-05-12,19,1.47,1.0,1,Gamma (P.1-like),57,84.0,37
2021-05-12,11,5.2,2.0,8,.,44,229.0,25
2021-05-12,5,1.25,1.0,0,B.1.1.318-like,12,15.0,7
2021-05-12,1,2.75,3.5,0,Delta (B.1.617.2-like) +K417N,4,11.0,3
2021-05-12,43,1.15,1.0,1,Iota (B.1.526-like),88,101.0,44
2021-05-12,1,3.5,3.0,1,Mu (B.1.621-like),6,21.0,4
2021-05-12,2,1.14,1.0,0,Epsilon (B.1.429-like),7,8.0,5
2021-05-12,1,3.6,1.0,2,Lambda (C.37-like),5,18.0,2
2021-05-12,0,4.0,4.0,1,Epsilon (B.1.427-like),6,24.0,5
2021-05-12,0,3.0,3.0,0,B.1.617.1-like,1,3.0,1
2021-05-13,636,1.1,1.0,11,Alpha (B.1.1.7-like),1333,1470.0,686
2021-05-13,108,0.17,0.0,0,Delta (AY.4-like),127,21.0,19
2021-05-13,114,0.75,0.0,4,Delta (B.1.617.2-like),166,125.0,48
2021-05-13,20,1.28,1.0,0,Gamma (P.1-like),58,74.0,38
2021-05-13,2,2.0,1.0,0,B.1.1.7-like+E484K,5,10.0,3
2021-05-13,0,5.5,5.5,1,Eta (B.1.525-like),2,11.0,1
2021-05-13,6,0.14,0.0,0,AV.1-like,7,1.0,1
2021-05-13,1,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,1,0.0,0
2021-05-13,7,4.54,2.0,9,.,52,236.0,36
2021-05-13,1,2.5,2.5,0,Beta (B.1.351-like),4,10.0,3
2021-05-13,10,1.13,0.0,1,B.1.1.318-like,15,17.0,4
2021-05-13,0,4.0,4.0,0,Delta (AY.4.2-like),1,4.0,1
2021-05-13,40,1.21,1.0,0,Iota (B.1.526-like),92,111.0,52
2021-05-13,5,2.1,1.5,0,Epsilon (B.1.429-like),10,21.0,5
2021-05-13,2,1.0,0.0,0,Epsilon (B.1.427-like),3,3.0,1
2021-05-13,3,0.0,0.0,0,Lambda (C.37-like),3,0.0,0
2021-05-13,4,0.75,0.5,0,Mu (B.1.621-like),8,6.0,4
2021-05-14,537,0.89,0.0,8,Alpha (B.1.1.7-like),974,865.0,429
2021-05-14,100,0.68,0.0,0,Delta (B.1.617.2-like),156,106.0,56
2021-05-14,133,0.32,0.0,0,Delta (AY.4-like),180,57.0,47
2021-05-14,4,2.0,1.5,0,B.1.1.318-like,8,16.0,4
2021-05-14,11,1.52,1.0,0,Gamma (P.1-like),33,50.0,22
2021-05-14,3,2.0,0.0,1,Eta (B.1.525-like),4,8.0,0
2021-05-14,3,0.4,0.0,0,AV.1-like,5,2.0,2
2021-05-14,12,4.29,1.0,5,.,34,146.0,17
2021-05-14,1,2.5,2.5,0,B.1.617.1-like,2,5.0,1
2021-05-14,2,0.0,0.0,0,Beta (B.1.351-like),2,0.0,0
2021-05-14,25,0.93,0.0,1,Iota (B.1.526-like),46,43.0,20
2021-05-14,0,2.67,2.0,0,Epsilon (B.1.427-like),3,8.0,3
2021-05-14,4,1.12,0.5,0,Mu (B.1.621-like),8,9.0,4
2021-05-14,0,1.75,1.5,0,Epsilon (B.1.429-like),4,7.0,4
2021-05-14,0,4.0,4.0,0,Lambda (C.37-like),1,4.0,1
2021-05-15,88,1.03,0.0,0,Delta (B.1.617.2-like),152,156.0,64
2021-05-15,420,0.91,0.0,4,Alpha (B.1.1.7-like),760,695.0,336
2021-05-15,190,0.33,0.0,0,Delta (AY.4-like),250,82.0,60
2021-05-15,3,0.5,0.0,0,Eta (B.1.525-like),4,2.0,1
2021-05-15,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2021-05-15,0,2.0,2.0,0,Beta (B.1.351-like),1,2.0,1
2021-05-15,3,0.0,0.0,0,AV.1-like,3,0.0,0
2021-05-15,2,0.0,0.0,0,B.1.617.1-like,2,0.0,0
2021-05-15,9,1.92,2.0,0,.,26,50.0,17
2021-05-15,1,2.4,1.0,1,Mu (B.1.621-like),5,12.0,3
2021-05-15,14,1.73,1.0,1,Iota (B.1.526-like),51,88.0,36
2021-05-15,8,1.31,1.0,0,Gamma (P.1-like),29,38.0,21
2021-05-15,0,4.0,4.0,0,Lambda (C.37-like),1,4.0,1
2021-05-15,3,1.25,0.0,0,Epsilon (B.1.429-like),4,5.0,1
2021-05-15,0,3.5,3.5,0,B.1.1.318-like,2,7.0,2
2021-05-16,378,0.81,0.0,2,Alpha (B.1.1.7-like),649,525.0,269
2021-05-16,3,1.45,1.0,0,B.1.1.318-like,11,16.0,8
2021-05-16,61,0.73,0.0,0,Delta (B.1.617.2-like),104,76.0,43
2021-05-16,173,0.37,0.0,0,Delta (AY.4-like),244,91.0,71
2021-05-16,7,6.35,2.0,9,.,34,216.0,18
2021-05-16,2,0.0,0.0,0,B.1.1.7-like+E484K,2,0.0,0
2021-05-16,5,0.17,0.0,0,AV.1-like,6,1.0,1
2021-05-16,0,1.0,1.0,0,Beta (B.1.351-like),1,1.0,1
2021-05-16,19,1.34,1.0,1,Iota (B.1.526-like),41,55.0,21
2021-05-16,0,7.5,7.5,2,Lambda (C.37-like),4,30.0,2
2021-05-16,14,1.0,1.0,0,Gamma (P.1-like),34,34.0,20
2021-05-16,1,3.5,3.5,0,Epsilon (B.1.429-like),6,21.0,5
2021-05-16,0,3.5,3.5,0,Epsilon (B.1.427-like),2,7.0,2
2021-05-16,1,1.0,1.0,0,Mu (B.1.621-like),2,2.0,1
2021-05-17,242,0.67,0.0,1,Delta (B.1.617.2-like),356,240.0,113
2021-05-17,3,2.68,2.0,2,B.1.1.318-like,19,51.0,14
2021-05-17,3,1.71,1.0,0,B.1.1.7-like+E484K,7,12.0,4
2021-05-17,709,0.85,0.0,6,Alpha (B.1.1.7-like),1333,1130.0,618
2021-05-17,333,0.36,0.0,0,Delta (AY.4-like),463,168.0,130
2021-05-17,3,0.6,0.0,0,AV.1-like,5,3.0,2
2021-05-17,19,1.62,1.0,0,Gamma (P.1-like),61,99.0,42
2021-05-17,19,4.11,1.0,12,.,70,288.0,39
2021-05-17,1,2.33,3.0,0,B.1.617.1-like,3,7.0,2
2021-05-17,34,1.37,1.0,1,Iota (B.1.526-like),89,122.0,54
2021-05-17,2,2.23,1.0,1,Mu (B.1.621-like),13,29.0,10
2021-05-17,0,2.75,2.0,0,Epsilon (B.1.429-like),4,11.0,4
2021-05-17,0,1.67,1.0,0,Epsilon (B.1.427-like),3,5.0,3
2021-05-17,1,3.0,3.0,0,Beta (B.1.351-like),4,12.0,3
2021-05-17,1,0.5,0.5,0,Lambda (C.37-like),2,1.0,1
2021-05-18,173,0.73,0.0,0,Delta (B.1.617.2-like),262,192.0,89
2021-05-18,609,0.93,0.0,7,Alpha (B.1.1.7-like),1119,1044.0,503
2021-05-18,391,0.27,0.0,0,Delta (AY.4-like),504,136.0,113
2021-05-18,6,0.14,0.0,0,B.1.1.7-like+E484K,7,1.0,1
2021-05-18,8,1.31,0.5,0,B.1.1.318-like,16,21.0,8
2021-05-18,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2021-05-18,4,0.0,0.0,0,AV.1-like,4,0.0,0
2021-05-18,15,4.82,1.0,8,.,49,236.0,26
2021-05-18,1,1.5,1.5,0,Eta (B.1.525-like),2,3.0,1
2021-05-18,0,1.0,1.0,0,B.1.617.1-like,1,1.0,1
2021-05-18,6,1.0,0.0,0,Mu (B.1.621-like),9,9.0,3
2021-05-18,19,1.46,1.0,1,Iota (B.1.526-like),63,92.0,43
2021-05-18,0,3.5,3.0,0,Epsilon (B.1.429-like),4,14.0,4
2021-05-18,1,3.0,3.0,0,Epsilon (B.1.427-like),2,6.0,1
2021-05-18,16,1.42,1.0,0,Gamma (P.1-like),43,61.0,27
2021-05-18,1,4.0,3.0,1,Beta (B.1.351-like),5,20.0,3
2021-05-18,1,3.0,3.0,0,Lambda (C.37-like),2,6.0,1
2021-05-19,677,0.84,0.0,15,Alpha (B.1.1.7-like),1161,978.0,469
2021-05-19,225,0.71,0.0,0,Delta (B.1.617.2-like),375,268.0,150
2021-05-19,484,0.24,0.0,0,Delta (AY.4-like),611,149.0,127
2021-05-19,2,4.25,3.5,4,Beta (B.1.351-like),16,68.0,10
2021-05-19,5,0.5,0.0,0,AV.1-like,6,3.0,1
2021-05-19,4,0.2,0.0,0,B.1.1.318-like,5,1.0,1
2021-05-19,0,1.0,1.0,0,Eta (B.1.525-like),1,1.0,1
2021-05-19,10,2.87,1.0,1,.,30,86.0,19
2021-05-19,30,1.11,1.0,1,Iota (B.1.526-like),63,70.0,32
2021-05-19,5,0.9,0.5,0,Mu (B.1.621-like),10,9.0,5
2021-05-19,20,1.18,0.0,0,Gamma (P.1-like),39,46.0,19
2021-05-19,0,3.25,3.0,0,Epsilon (B.1.429-like),4,13.0,4
2021-05-19,0,1.5,1.5,0,Epsilon (B.1.427-like),2,3.0,2
2021-05-19,1,1.0,1.0,0,Lambda (C.37-like),2,2.0,1
2021-05-20,213,0.57,0.0,1,Delta (B.1.617.2-like),319,181.0,105
2021-05-20,558,0.91,0.0,13,Alpha (B.1.1.7-like),995,909.0,424
2021-05-20,420,0.27,0.0,0,Delta (AY.4-like),528,140.0,108
2021-05-20,3,5.61,2.0,4,.,18,101.0,11
2021-05-20,2,0.83,1.0,0,AV.1-like,6,5.0,4
2021-05-20,2,3.3,3.5,0,B.1.1.318-like,10,33.0,8
2021-05-20,5,1.88,0.0,1,Beta (B.1.351-like),8,15.0,2
2021-05-20,1,0.0,0.0,0,B.1.1.7-like+E484K,1,0.0,0
2021-05-20,0,1.0,1.0,0,B.1.617.1-like,2,2.0,2
2021-05-20,15,1.34,1.0,1,Iota (B.1.526-like),47,63.0,31
2021-05-20,1,0.0,0.0,0,Lambda (C.37-like),1,0.0,0
2021-05-20,2,2.8,1.0,0,Mu (B.1.621-like),5,14.0,3
2021-05-20,12,1.44,1.0,1,Gamma (P.1-like),32,46.0,19
2021-05-20,0,4.0,4.0,0,Eta (B.1.525-like),1,4.0,1
2021-05-20,0,2.0,2.0,0,Epsilon (B.1.427-like),1,2.0,1
2021-05-20,0,62.0,62.0,1,Omicron (BA.2-like),1,62.0,0
2021-05-21,372,1.01,0.0,11,Alpha (B.1.1.7-like),699,708.0,316
2021-05-21,332,0.24,0.0,0,Delta (AY.4-like),414,99.0,82
2021-05-21,167,0.76,0.0,0,Delta (B.1.617.2-like),267,203.0,100
2021-05-21,8,0.38,0.0,0,B.1.1.318-like,13,5.0,5
2021-05-21,2,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,2,0.0,0
2021-05-21,0,5.0,5.0,0,Eta (B.1.525-like),1,5.0,1
2021-05-21,13,4.12,1.0,5,.,32,132.0,14
2021-05-21,3,0.0,0.0,0,B.1.1.7-like+E484K,3,0.0,0
2021-05-21,4,1.0,0.0,0,B.1.617.1-like,7,7.0,3
2021-05-21,15,0.67,0.5,0,Iota (B.1.526-like),30,20.0,15
2021-05-21,0,3.0,3.0,0,Mu (B.1.621-like),1,3.0,1
2021-05-21,5,1.8,1.0,1,Gamma (P.1-like),35,63.0,29
2021-05-21,1,1.25,1.5,0,Beta (B.1.351-like),4,5.0,3
2021-05-21,0,1.0,1.0,0,Epsilon (B.1.429-like),1,1.0,1
2021-05-21,1,0.0,0.0,0,Lambda (C.37-like),1,0.0,0
